,Himmelblau_solution_pso_0,Himmelblau_solution_de_0,Himmelblau_solution_ga_0,Himmelblau_solution_eso_0,Himmelblau_solution_pso_1,Himmelblau_solution_de_1,Himmelblau_solution_ga_1,Himmelblau_solution_eso_1,Himmelblau_solution_pso_2,Himmelblau_solution_de_2,Himmelblau_solution_ga_2,Himmelblau_solution_eso_2,Himmelblau_solution_pso_3,Himmelblau_solution_de_3,Himmelblau_solution_ga_3,Himmelblau_solution_eso_3,Himmelblau_solution_pso_4,Himmelblau_solution_de_4,Himmelblau_solution_ga_4,Himmelblau_solution_eso_4,Himmelblau_solution_pso_5,Himmelblau_solution_de_5,Himmelblau_solution_ga_5,Himmelblau_solution_eso_5,Himmelblau_solution_pso_6,Himmelblau_solution_de_6,Himmelblau_solution_ga_6,Himmelblau_solution_eso_6,Himmelblau_solution_pso_7,Himmelblau_solution_de_7,Himmelblau_solution_ga_7,Himmelblau_solution_eso_7,Himmelblau_solution_pso_8,Himmelblau_solution_de_8,Himmelblau_solution_ga_8,Himmelblau_solution_eso_8,Himmelblau_solution_pso_9,Himmelblau_solution_de_9,Himmelblau_solution_ga_9,Himmelblau_solution_eso_9,Himmelblau_solution_pso_10,Himmelblau_solution_de_10,Himmelblau_solution_ga_10,Himmelblau_solution_eso_10,Himmelblau_solution_pso_11,Himmelblau_solution_de_11,Himmelblau_solution_ga_11,Himmelblau_solution_eso_11,Himmelblau_solution_pso_12,Himmelblau_solution_de_12,Himmelblau_solution_ga_12,Himmelblau_solution_eso_12,Himmelblau_solution_pso_13,Himmelblau_solution_de_13,Himmelblau_solution_ga_13,Himmelblau_solution_eso_13,Himmelblau_solution_pso_14,Himmelblau_solution_de_14,Himmelblau_solution_ga_14,Himmelblau_solution_eso_14,Himmelblau_solution_pso_15,Himmelblau_solution_de_15,Himmelblau_solution_ga_15,Himmelblau_solution_eso_15,Himmelblau_solution_pso_16,Himmelblau_solution_de_16,Himmelblau_solution_ga_16,Himmelblau_solution_eso_16,Himmelblau_solution_pso_17,Himmelblau_solution_de_17,Himmelblau_solution_ga_17,Himmelblau_solution_eso_17,Himmelblau_solution_pso_18,Himmelblau_solution_de_18,Himmelblau_solution_ga_18,Himmelblau_solution_eso_18,Himmelblau_solution_pso_19,Himmelblau_solution_de_19,Himmelblau_solution_ga_19,Himmelblau_solution_eso_19,Himmelblau_solution_pso_20,Himmelblau_solution_de_20,Himmelblau_solution_ga_20,Himmelblau_solution_eso_20,Himmelblau_solution_pso_21,Himmelblau_solution_de_21,Himmelblau_solution_ga_21,Himmelblau_solution_eso_21,Himmelblau_solution_pso_22,Himmelblau_solution_de_22,Himmelblau_solution_ga_22,Himmelblau_solution_eso_22,Himmelblau_solution_pso_23,Himmelblau_solution_de_23,Himmelblau_solution_ga_23,Himmelblau_solution_eso_23,Himmelblau_solution_pso_24,Himmelblau_solution_de_24,Himmelblau_solution_ga_24,Himmelblau_solution_eso_24,Himmelblau_solution_pso_25,Himmelblau_solution_de_25,Himmelblau_solution_ga_25,Himmelblau_solution_eso_25,Himmelblau_solution_pso_26,Himmelblau_solution_de_26,Himmelblau_solution_ga_26,Himmelblau_solution_eso_26,Himmelblau_solution_pso_27,Himmelblau_solution_de_27,Himmelblau_solution_ga_27,Himmelblau_solution_eso_27,Himmelblau_solution_pso_28,Himmelblau_solution_de_28,Himmelblau_solution_ga_28,Himmelblau_solution_eso_28,Himmelblau_solution_pso_29,Himmelblau_solution_de_29,Himmelblau_solution_ga_29,Himmelblau_solution_eso_29
116,-29567.79927487103,-29858.795170909718,-28717.532540523374,-30610.361823664265,-30227.4336384615,-30199.118817324965,-29316.50563110688,-30502.505312573354,-30550.280036889715,-30513.990545857607,-29644.70856476207,-30629.03112833464,-30192.813240295713,-30303.94392346788,-29507.28004321291,-30632.46107528737,-30625.218763079007,-30270.789698039232,-29592.50889341461,-30127.550107731695,-30651.982080623995,-30423.67960426707,-29563.792549883365,-30475.345837907607,-30148.032508397053,-29969.133371972384,-28982.89770864096,-30509.720491697204,-29896.337566463535,-30172.98584650703,-29624.04385869176,-30623.094194670273,-29776.334019577436,-30134.85395229813,-28747.902511732307,-30532.114584499406,-29362.61994630311,-30140.67009059516,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30058.34140086292,-29734.276860431015,-30370.263089990418,-29748.868189161865,-30430.00765320532,-29825.47597282919,-30603.162734803616,-29958.60445966531,-30433.135423300002,-30198.010258496124,-30287.363562587918,-30247.649654719415,-30321.213281432494,-28812.851013716077,-29961.908387719213,-30546.298831185035,-30192.939933916234,-28858.911467131053,-30408.83120293278,-30536.96902460076,-29939.88101147912,-29373.424892892137,-30219.733123959955,-29530.00579244707,-30356.732602000448,-29019.582604030817,-30609.557157480464,-30238.00616966423,-30313.114027289506,-28954.90077292547,-30083.928098889723,-30642.492821608754,-30258.34585361697,-29544.598881701844,-30207.37636589806,-30550.66489283414,-30058.521340888576,-28207.79867626625,-30493.004924555826,-29758.59199187738,-30052.866342636218,-29377.791239867664,-30622.610355978613,-29919.43778215115,-30330.285861965014,-28390.258661712392,-30083.06040438046,-30513.090464430286,-29819.67763552094,-29242.846459121844,-30479.414113429004,-30394.19609832907,-29910.199110127323,-29632.706518913616,-30335.57224021552,-29581.800727735503,-30353.659101623827,-29033.69692040491,-30429.885771100053,-30652.077058550174,-30279.64721644933,-28986.434166519753,-30607.974662608634,-30515.825248115503,-30384.010685332836,-29060.71885424298,-30520.66270556089,-29963.60675004102,-30306.250865446316,-29160.50491563044,-29907.76570246685,-30046.535273326546,-30274.365047909974,-29721.92621515873,-30535.03297043809,-29531.466501528477,-29974.309256079134,-28809.782155931236,-30471.582113629778
117,-29567.79927487103,-29827.074185931302,-28717.532540523374,-30610.361823664265,-30227.4336384615,-30291.460255838894,-29316.50563110688,-30502.505312573354,-30550.55478649686,-30513.990545857607,-29644.70856476207,-30629.03112833464,-30192.813240295713,-30233.059226947364,-29507.28004321291,-30632.46107528737,-30625.218763079007,-30263.872756206947,-29592.50889341461,-30127.550107731695,-30651.982080623995,-30427.805843113096,-29563.79281269021,-30475.345837907607,-30148.19793974193,-29983.702961378654,-28982.89770864096,-30509.720491697204,-29896.443406637285,-30149.190128233546,-29624.04385869176,-30623.094194670273,-29776.334019577436,-30148.666130826132,-28747.902511732307,-30532.114584499406,-29383.201578112745,-30151.66486614602,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30127.972991348328,-29734.277219243486,-30370.263089990418,-29750.217717715226,-30430.00765320532,-29825.47597282919,-30603.162734803616,-29958.66222249647,-30554.74435091963,-30198.010258496124,-30287.363562587918,-30247.649654719415,-30311.4281150573,-28812.851013716077,-29971.82836346853,-30546.30162364489,-30194.674740536517,-28858.911467131053,-30408.83120293278,-30536.96902460076,-29939.88101147912,-29373.424892892137,-30219.733123959955,-29530.00579244707,-30494.194238780066,-29019.582604030817,-30609.557157480464,-30239.88086481198,-30313.114027289506,-28955.453745543193,-30083.928098889723,-30642.499766988578,-30473.147159728902,-29544.598881701844,-30207.37636589806,-30550.671690350046,-30071.752870158845,-28207.79867626625,-30493.004924555826,-29759.062883948583,-30175.879897335806,-29377.791239867664,-30624.48656968988,-29919.43778215115,-30360.433341728312,-28390.258661712392,-30083.06040438046,-30513.090464430286,-29830.07894230791,-29248.071015978236,-30479.414113429004,-30394.19652857996,-29910.199110127323,-29632.706518913616,-30335.57224021552,-29581.872083695132,-30349.8156712908,-29033.69692040491,-30429.885771100053,-30652.077058550174,-30292.1863329401,-28986.434166519753,-30607.974662608634,-30515.826664176126,-30384.010685332836,-29060.71885424298,-30520.66270556089,-29963.63557977989,-30294.02474083563,-29160.50491563044,-29960.00238446601,-30047.6931473275,-30283.586221341364,-29721.92621515873,-30535.03297043809,-29531.620430400377,-30043.650591314115,-28809.782155931236,-30471.582113629778
118,-29567.79927487103,-29827.074185931302,-28717.532540523374,-30610.361823664265,-30227.4336384615,-30266.23465187298,-29316.51067224914,-30502.505312573354,-30550.64120912589,-30436.62478820653,-29644.70856476207,-30629.03112833464,-30192.813240295713,-30303.94392346788,-29508.054560848137,-30632.46107528737,-30625.218763079007,-30206.406954544003,-29592.50889341461,-30127.550107731695,-30651.982080623995,-30420.54336515368,-29563.79281269021,-30475.345837907607,-30148.33028348216,-29954.107383951996,-28982.89770864096,-30509.720491697204,-29896.52807840795,-30146.197523986433,-29624.04385869176,-30623.094194670273,-29776.334870920666,-30148.666130826132,-28748.074934164724,-30532.114584499406,-29401.216825721465,-30200.323977915803,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30128.082033674476,-29734.277219243486,-30379.52387777002,-29751.297362031746,-30430.46492493435,-29825.47599673371,-30603.162734803616,-29958.724290004633,-30367.468249365433,-30198.025522069805,-30287.363562587918,-30247.649654719415,-30338.16721436079,-28812.851358233733,-29971.82836346853,-30546.30330344124,-30194.674740536517,-28858.911467131053,-30408.83120293278,-30536.979288842624,-29919.86437624095,-29373.424892892137,-30219.733123959955,-29530.00579244707,-30356.732602000448,-29019.582604030817,-30609.557157480464,-30241.515528619428,-30299.180088132754,-28955.453745543193,-30083.928098889723,-30642.499766988578,-30316.590032007145,-29544.598886091604,-30207.37636589806,-30550.708022894854,-30049.468028696858,-28207.79867626625,-30493.004924555826,-29759.062883948583,-30103.14626870765,-29377.791239867664,-30624.48656968988,-29919.43778215115,-30339.7753473845,-28392.43839474977,-30083.06040438046,-30513.090464430286,-29771.915725182436,-29248.071015978236,-30487.40977535051,-30394.19652857996,-29954.588089754317,-29632.707450289116,-30335.57224021552,-29581.946793729017,-30366.492344525537,-29033.696977317275,-30429.885771100053,-30652.077058550174,-30296.350267449165,-28986.434166519753,-30607.974662608634,-30515.827278817396,-30384.010685332836,-29061.555015634214,-30520.66270556089,-29963.641943268485,-30319.86436154158,-29160.50491563044,-29960.00238446601,-30048.69196844641,-30274.365047909974,-29721.92621515873,-30535.03297043809,-29531.89461841623,-30075.88774685134,-28809.782446322442,-30471.582113629778
119,-29567.79927487103,-29810.109901787353,-28717.532545211536,-30610.361823664265,-30227.4336384615,-30241.455040636538,-29316.510697082347,-30502.58591080052,-30550.83352914708,-30513.990545857607,-29644.70856476207,-30629.03112833464,-30192.813240295713,-30288.326681211423,-29508.054560848137,-30632.46107528737,-30625.221256099958,-30169.627081416227,-29592.50889341461,-30127.550107731695,-30652.0298364331,-30438.382265113523,-29563.793117251404,-30475.345837907607,-30148.446799277146,-30020.078080149993,-28982.89770864096,-30509.720491697204,-29896.55013509728,-30075.147346713704,-29624.04385869176,-30623.094194670273,-29776.334870920666,-30140.280843870576,-28747.902511732307,-30532.114584499406,-29415.659564053363,-30200.323977915803,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30128.082033674476,-29734.277219243486,-30379.52387777002,-29752.64589726794,-30430.46492493435,-29825.476164065345,-30603.162734803616,-29958.84570317818,-30554.74435091963,-30198.025522069805,-30287.363562587918,-30247.65404887168,-30338.16721436079,-28812.851358233733,-29973.115696645975,-30546.310234910292,-30157.03691851214,-28858.911467131053,-30408.83120293278,-30536.979288842624,-29902.811955825266,-29373.424892892137,-30219.733123959955,-29530.07627566656,-30448.500549820485,-29019.582604030817,-30609.557157480464,-30242.835716372872,-30330.639570424843,-28955.453745543193,-30083.928098889723,-30642.499766988578,-30374.09557093648,-29544.598886091604,-30207.37636589806,-30550.73901110584,-30071.752870158845,-28207.966139066877,-30493.004924555826,-29759.283646414857,-30151.879105166176,-29377.791239867664,-30624.48656968988,-29919.43778215115,-30324.7508254102,-28392.43839474977,-30083.06040438046,-30513.11041131025,-29957.631521025745,-29248.071015978236,-30487.40977535051,-30394.213197963945,-29830.169254236032,-29632.707450289116,-30335.57224021552,-29581.993733027914,-30352.913075673227,-29033.696977317275,-30429.885771100053,-30652.077058550174,-30267.92572797196,-28986.434166519753,-30607.974662608634,-30515.827278817396,-30420.99179875582,-29061.555015634214,-30520.66270556089,-29963.661555396633,-30322.15026326744,-29160.511382254525,-29960.00238446601,-30048.70446690466,-30270.579933275203,-29721.92633403998,-30573.93554857229,-29531.951228495323,-30033.96582286779,-28809.782446322442,-30489.32165343246
120,-29567.79927487103,-29873.394715772796,-28717.532545211536,-30610.361823664265,-30227.4336384615,-30195.357126649596,-29317.117708183152,-30502.58591080052,-30550.83352914708,-30513.990545857607,-29644.771028536707,-30629.03112833464,-30192.813240295713,-30303.94392346788,-29508.054560848137,-30632.46107528737,-30625.221256099958,-30270.789698039232,-29592.508897793807,-30127.550107731695,-30652.039538757104,-30448.963769483762,-29563.79338005825,-30475.345837907607,-30148.624189441845,-29983.702961378654,-28982.89770864096,-30509.720491697204,-29896.68810200531,-30203.18491889913,-29624.043883403418,-30623.094194670273,-29776.334870920666,-30148.666130826132,-28747.902511732307,-30532.114584499406,-29428.458815390986,-30128.295461649817,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30128.082033674476,-29735.044837011767,-30379.52387777002,-29753.918162384813,-30405.916756619346,-29825.476164065345,-30603.162734803616,-29959.00046887576,-30443.381009220335,-30198.025522069805,-30287.363562587918,-30247.666594578666,-30312.557414082396,-28813.391307173933,-29973.115696645975,-30546.315780084748,-30213.229411957764,-28858.911467131053,-30408.83120293278,-30536.979288842624,-29939.88101147912,-29373.424892892137,-30219.733123959955,-29530.07627566656,-30517.437910504534,-29019.582604030817,-30609.557157480464,-30244.075729138094,-30328.978438257145,-28955.453745543193,-30083.928098889723,-30642.499766988578,-30392.69970729042,-29544.599627960313,-30207.37636589806,-30550.73901110584,-29924.78958877535,-28208.014011154828,-30493.004924555826,-29759.699366404056,-30151.879105166176,-29377.791239867664,-30624.48656968988,-29919.43778215115,-30325.41830004688,-28392.43839474977,-30083.06040438046,-30513.11041131025,-29819.67763552094,-29248.071015978236,-30487.40977535051,-30394.255549301473,-29896.542833928783,-29632.707450289116,-30335.57224021552,-29582.031284355493,-30343.919813762142,-29033.696977317275,-30429.885771100053,-30652.077058550174,-30296.350267449165,-28986.434166519753,-30607.974662608634,-30515.82906664785,-30384.010685332836,-29061.555015634214,-30520.66270556089,-29963.680675221112,-30314.67462237661,-29160.511382254525,-29960.00238446601,-30049.869051149726,-30268.987104182073,-29721.92633403998,-30573.93554857229,-29531.983522106762,-29984.04241420976,-28809.782446322442,-30489.32165343246
121,-29567.80072304958,-29873.394715772796,-28717.532545211536,-30610.361823664265,-30227.4336384615,-30262.97802908209,-29317.235209276703,-30502.58591080052,-30551.00499463208,-30518.621405005724,-29644.771028536707,-30629.03112833464,-30192.813240295713,-30288.326681211423,-29508.065486587948,-30632.46107528737,-30625.221256099958,-30211.478721174535,-29592.508897793807,-30127.550107731695,-30652.039538757104,-30448.963769483762,-29563.79338005825,-30475.345837907607,-30148.76610013029,-30046.633359816064,-28982.89770864096,-30509.720491697204,-29896.690683497818,-30277.03969271158,-29624.04385869176,-30623.094194670273,-29776.334870920666,-30148.666130826132,-28747.902511732307,-30532.114584499406,-29444.325088326903,-30167.04701944581,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30127.504650997882,-29735.044837011767,-30385.115593862552,-29755.35231622689,-30430.46492493435,-29825.476164065345,-30603.162734803616,-29959.042708104083,-30554.74435091963,-30198.025522069805,-30287.363562587918,-30247.683410053844,-30375.980706754726,-28813.391307173933,-29973.115696645975,-30546.320216223812,-30213.229411957764,-28858.91972222008,-30408.83120293278,-30536.979288842624,-29910.895511289644,-29373.425983963367,-30219.733123959955,-29530.16630855129,-30448.500549820485,-29019.590089554804,-30609.557157480464,-30246.428414711303,-30330.639570424843,-28955.543712436032,-30083.928098889723,-30642.499766988578,-30358.9287082743,-29544.599627960313,-30207.37636589806,-30550.754507916063,-29952.624572625864,-28208.014011154828,-30493.780503458744,-29760.03195601539,-30151.879105166176,-29377.791239867664,-30624.48656968988,-29919.43778215115,-30340.216455812973,-28392.43839474977,-30083.06040438046,-30513.11041131025,-29829.3257829219,-29248.071015978236,-30487.40977535051,-30394.315245749516,-29974.48335645297,-29632.707450289116,-30335.57224021552,-29582.031284355493,-30353.659101623827,-29033.696977317275,-30429.885771100053,-30652.077058550174,-30277.149030776593,-28986.434166519753,-30607.974662608634,-30515.832028054418,-30380.995705610883,-29061.555015634214,-30520.66270556089,-29963.70898969133,-30346.086926681404,-29160.55604931101,-29960.00238446601,-30050.80053130436,-30269.40215028638,-29721.92633403998,-30573.93554857229,-29532.114741639525,-30069.46354462422,-28809.782446322442,-30489.32165343246
122,-29567.80072304958,-29873.394715772796,-28717.68955061053,-30610.361823664265,-30227.433734342398,-30201.15029271977,-29317.235209276703,-30502.58591080052,-30551.23712023485,-30471.42846371633,-29644.771028536707,-30629.03112833464,-30192.813240295713,-30288.326681211423,-29508.065486587948,-30632.46107528737,-30625.27594634488,-30214.17427000274,-29592.508897793807,-30127.550107731695,-30652.039538757104,-30414.910796985514,-29563.79338005825,-30475.345837907607,-30148.913659103902,-30046.633359816064,-28982.897868771804,-30509.720491697204,-29896.79548805053,-30089.36047785922,-29624.04385869176,-30623.094194670273,-29776.334912718023,-30150.26911414658,-28747.902511732307,-30532.114584499406,-29457.03620466811,-30208.56445788402,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30128.082033674476,-29735.04621612769,-30385.115593862552,-29755.76749788114,-30442.53511704516,-29825.476230762106,-30603.162734803616,-29959.192969874508,-30504.857271782887,-30198.025522069805,-30287.363562587918,-30247.683410053844,-30286.79323364357,-28813.406859782343,-29973.115696645975,-30546.323765134744,-30189.490803648696,-28858.91972222008,-30408.83120293278,-30536.980127907802,-29939.88101147912,-29373.425983963367,-30219.733123959955,-29530.16630855129,-30448.500549820485,-29019.590089554804,-30609.557157480464,-30248.532753269414,-30330.639570424843,-28955.540826737597,-30083.928098889723,-30642.501037641487,-30473.147159728902,-29545.134927937237,-30207.37636589806,-30550.772658367543,-30071.752870158845,-28208.014011154828,-30493.780503458744,-29760.18388450155,-30121.770240844773,-29377.80975163292,-30624.48656968988,-29919.43778215115,-30356.679301539945,-28392.43839474977,-30083.06040438046,-30513.11041131025,-29957.631521025745,-29248.071015978236,-30487.40977535051,-30394.36300211481,-30002.289571182948,-29632.707450289116,-30335.57224021552,-29582.031284355493,-30419.224449797155,-29033.73285399769,-30429.885771100053,-30652.077058550174,-30255.538457392133,-28986.434166519753,-30607.974662608634,-30515.835461604805,-30420.99179875582,-29061.555015634214,-30520.66270556089,-29963.73164108775,-30346.086926681404,-29160.55604931101,-29960.00238446601,-30051.54559559356,-30283.586221341364,-29724.72075839986,-30573.93554857229,-29532.38067593328,-30075.88774685134,-28809.782446322442,-30489.32165343246
123,-29567.80072304958,-29873.394715772796,-28719.42544207607,-30610.361823664265,-30227.436148964585,-30291.460255838894,-29317.235209276703,-30502.58591080052,-30551.23712023485,-30518.71820620534,-29644.771028536707,-30629.03112833464,-30192.813240295713,-30303.94392346788,-29508.065486587948,-30632.46107528737,-30625.27594634488,-30234.501146318195,-29593.707959454136,-30127.550107731695,-30652.056772886644,-30448.963769483762,-29563.80544279015,-30476.97485767392,-30149.047991009214,-30017.25965791324,-28982.897868771804,-30509.720491697204,-29896.88066591954,-30277.03969271158,-29624.04385869176,-30623.094194670273,-29776.334912718023,-30186.162242406535,-28747.90327527617,-30532.114584499406,-29467.682609262283,-30195.07815833808,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30032.0727762555,-29735.04624812156,-30385.115593862552,-29757.073916602996,-30383.42497453196,-29825.476230762106,-30603.162734803616,-29959.313179770048,-30458.192892163584,-30198.02552786243,-30287.363562587918,-30247.705753699505,-30303.00450523357,-28813.406859782343,-29973.115696645975,-30546.326604263282,-30194.674740536517,-28858.91972222008,-30408.83120293278,-30536.982690023524,-29910.895511289644,-29373.425983963367,-30219.733123959955,-29530.16630855129,-30336.181284335915,-29047.482165831017,-30609.557157480464,-30250.215590436906,-30319.23737811954,-28955.882064347184,-30083.928098889723,-30642.501037641487,-30374.09557093648,-29545.134927937237,-30207.37636589806,-30550.792301376914,-30071.752870158845,-28208.014011154828,-30493.780503458744,-29760.645720810317,-30151.879105166176,-29377.811556381082,-30624.48656968988,-29919.43778215115,-30340.216455812973,-28392.438475453844,-30083.06040438046,-30513.11041131025,-29830.07894230791,-29249.544353460085,-30487.40977535051,-30394.40120669944,-30002.289571182948,-29632.707450289116,-30335.57224021552,-29582.057627501148,-30419.224449797155,-29033.73285399769,-30429.885771100053,-30652.077058550174,-30296.350267449165,-28986.434166519753,-30607.974662608634,-30515.835461604805,-30398.768775358803,-29061.555015634214,-30520.66270556089,-29963.749762089843,-30327.312009816495,-29160.55604931101,-29960.00238446601,-30051.640304534332,-30283.586221341364,-29724.722167412307,-30573.93554857229,-29532.50365371725,-30043.666962031442,-28809.782446322442,-30489.32165343246
124,-29567.801441401756,-29860.274817824044,-28719.425446764235,-30610.361823664265,-30227.436148964585,-30247.049060398866,-29317.26061363348,-30502.58591080052,-30551.23712023485,-30534.48345762428,-29644.771028536707,-30629.03112833464,-30192.813240295713,-30236.586352341285,-29508.065486587948,-30632.46107528737,-30625.27594634488,-30176.17850721192,-29593.707959454136,-30127.550107731695,-30652.056772886644,-30430.00921826527,-29563.80544279015,-30476.97485767392,-30149.09383552724,-30046.633359816064,-28982.898690403403,-30509.720491697204,-29896.96242040198,-30203.18491889913,-29624.04385869176,-30623.094194670273,-29776.334912718023,-30158.77527532605,-28747.90327527617,-30532.114584499406,-29467.682609262283,-30218.15991049716,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30128.082033674476,-29735.04621612769,-30390.269949278896,-29758.416560756275,-30430.46492493435,-29825.476398093742,-30603.162734803616,-29959.40934799317,-30372.396345814304,-30198.02552786243,-30287.363562587918,-30247.705753699505,-30375.980706754726,-28813.406859782343,-29973.115696645975,-30546.32887556598,-30213.229411957764,-28858.91972222008,-30408.83120293278,-30536.982690023524,-29954.03684384098,-29373.425983963367,-30219.733123959955,-29530.196421262233,-30518.581298607383,-29047.482165831017,-30609.557157480464,-30251.56145461634,-30326.361613079087,-28955.882064347184,-30083.928098889723,-30642.501037641487,-30392.69970729042,-29545.135255626687,-30207.37636589806,-30550.79759504165,-30049.468028696858,-28208.014011154828,-30493.780503458744,-29761.01518705376,-30115.541251908704,-29377.80975163292,-30624.48656968988,-29919.43778215115,-30340.216455812973,-28392.438475453844,-30083.06040438046,-30513.11041131025,-29957.631521025745,-29249.544353460085,-30487.40977535051,-30394.431770042273,-29974.48335645297,-29647.10313540783,-30335.57224021552,-29582.057627501148,-30369.36245998827,-29033.73285399769,-30429.885771100053,-30652.077058550174,-30288.81989594425,-28986.434166519753,-30607.974662608634,-30515.838885234116,-30420.99179875582,-29062.084085936534,-30520.66270556089,-29963.764258817893,-30347.132827256763,-29160.55604931101,-29960.00238446601,-30052.688864980013,-30283.575819124824,-29727.31576628848,-30573.93554857229,-29532.62921887234,-30087.214036465917,-28809.782446322442,-30489.32165343246
125,-29567.801441401756,-29828.556082515068,-28719.58245216323,-30610.361823664265,-30227.436148964585,-30291.460255838894,-29317.26061363348,-30502.58591080052,-30551.25828384113,-30534.48345762428,-29644.771028536707,-30629.03112833464,-30192.813240295713,-30153.060358730952,-29508.065486587948,-30632.46107528737,-30625.27594634488,-30270.789698039232,-29593.707959454136,-30127.550107731695,-30652.08261148043,-30438.382265113523,-29563.80544279015,-30476.97485767392,-30149.188868530713,-30025.410583436344,-28982.954233206685,-30509.720491697204,-29897.04014517724,-30277.03969271158,-29624.700120311063,-30623.094194670273,-29776.334912718023,-29994.376075860924,-28747.90327527617,-30532.114584499406,-29467.682609262283,-30218.15991049716,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30128.082033674476,-29735.04624812156,-30390.269949278896,-29759.490783044406,-30442.53511704516,-29825.476398093742,-30603.162734803616,-29959.496424847377,-30443.381009220335,-30198.037809681413,-30287.363562587918,-30247.705753699505,-30317.18028937032,-28813.406859782343,-29973.115696645975,-30546.330692608055,-30245.050957007417,-28858.91972222008,-30408.83120293278,-30536.982690023524,-29945.239923369125,-29373.436579379195,-30223.025848631296,-29530.28461302288,-30494.534332525967,-29047.482165831017,-30609.557157480464,-30253.599312120998,-30328.978438257145,-28955.969138743567,-30083.928098889723,-30642.501037641487,-30392.69970729042,-29545.135255626687,-30207.37636589806,-30550.808426109263,-30035.155353355043,-28208.014011154828,-30493.780503458744,-29761.01518705376,-30151.879105166176,-29377.80975163292,-30624.48656968988,-29919.43778215115,-30377.697320369072,-28392.438475453844,-30123.612984726147,-30513.182587884196,-29881.565132128977,-29249.544353460085,-30487.40977535051,-30394.46561462384,-29974.48335645297,-29647.10313540783,-30335.57224021552,-29582.057627501148,-30420.83444610581,-29033.73285399769,-30429.885771100053,-30652.077058550174,-30308.87317642101,-28986.434166519753,-30607.974662608634,-30515.838885234116,-30420.99179875582,-29062.084085936534,-30531.947838348784,-29963.77585615321,-30325.194257131257,-29160.55604931101,-29960.00238446601,-30053.004374048985,-30283.586221341364,-29727.31576628848,-30573.93554857229,-29532.817450600127,-30077.402385299087,-28809.782477452132,-30489.32165343246
126,-29567.801441401756,-29847.698738599494,-28719.594467556322,-30610.361823664265,-30227.436293786937,-30293.362730564488,-29317.26061363348,-30504.85923369747,-30551.25828384113,-30534.48345762428,-29644.77110102833,-30629.03112833464,-30192.813240295713,-30303.94392346788,-29508.065486587948,-30632.46107528737,-30625.27594634488,-30270.789698039232,-29593.707959454136,-30127.550107731695,-30652.08261148043,-30448.963769483762,-29565.337009998613,-30476.97485767392,-30149.188868530713,-30018.28561663639,-28982.954366215192,-30509.720491697204,-29897.102324875832,-30195.137225880066,-29624.700120311063,-30623.094194670273,-29776.334912718023,-30158.77527532605,-28747.90327527617,-30532.114584499406,-29467.682609262283,-30208.56445788402,-29106.582062929927,-30593.068802892092,-30564.810804870067,-30167.473637081726,-29735.04624812156,-30390.269949278896,-29760.232736414036,-30442.53511704516,-29825.476398093742,-30603.162734803616,-29959.59413405697,-30133.408325930766,-30198.03793743626,-30287.363562587918,-30247.709949252203,-30317.18028937032,-28813.407520495202,-29973.115696645975,-30546.332146241664,-30245.050957007417,-28858.919726597327,-30408.83120293278,-30536.982690023524,-29899.828659319945,-29373.436579379195,-30223.025848631296,-29530.28461302288,-30448.500549820485,-29047.482165831017,-30609.557157480464,-30255.235270763143,-30350.00856196846,-28955.969138743567,-30083.928098889723,-30642.501037641487,-30392.69970729042,-29545.135255626687,-30207.37636589806,-30550.81930949432,-30058.521340888576,-28209.381429539764,-30493.780503458744,-29761.01518705376,-30149.70619905045,-29377.80975163292,-30624.48656968988,-29919.455060777884,-30377.697320369072,-28392.438475453844,-30130.413702176313,-30513.20103930139,-29982.864693772714,-29249.544353460085,-30487.40977535051,-30394.52074690153,-30002.289571182948,-29647.117863123487,-30350.152933836493,-29582.057627501148,-30416.47950134041,-29033.73285399769,-30429.885771100053,-30652.077058550174,-30295.65612583975,-28986.434166519753,-30607.974662608634,-30515.84164860675,-30433.77655991342,-29062.084085936534,-30531.947838348784,-29963.785497738507,-30346.086926681404,-29160.55604931101,-29960.00238446601,-30055.343270028745,-30283.586221341364,-29727.317175300923,-30573.93554857229,-29532.968033499346,-30087.214036465917,-28809.782477452132,-30489.32165343246
